Issuer Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Nominal,Price,Location,Exchange,Market Currency
EDPR,EDP RENEWABLES SA,Utilities,Equity,7350639.06,0.00508,7350639.06,444446,16.54,Portugal,Nyse Euronext - Euronext Lisbon,EUR
BTRW,BARRATT REDROW PLC,Consumer Discretionary,Equity,7333194.42,0.00507,7333194.42,2170954,3.38,United Kingdom,London Stock Exchange,GBP
CEN,CONTACT ENERGY LTD,Utilities,Equity,7265149.94,0.00503,7265149.94,1238885,5.86,New Zealand,New Zealand Exchange Ltd,NZD
AAF,AIRTEL AFRICA PLC,Communication,Equity,7243234.51,0.00501,7243234.51,1458861,4.97,United Kingdom,London Stock Exchange,GBP
MAP,MAPFRE SA,Financials,Equity,7244872.5,0.00501,7244872.5,1472650,4.92,Spain,Bolsa De Madrid,EUR
1038,CHEUNG KONG INFRASTRUCTURE HOLDING,Utilities,Equity,7221716.84,0.005,7221716.84,852500,8.47,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
QAN,QANTAS AIRWAYS LTD,Industrials,Equity,7102118.71,0.00491,7102118.71,1143949,6.21,Australia,Asx - All Markets,AUD
8136,SANRIO LTD,Consumer Discretionary,Equity,7019652.85,0.00486,7019652.85,1315000,5.34,Japan,Tokyo Stock Exchange,JPY
ICL,ICL GROUP LTD,Materials,Equity,6999282.53,0.00484,6999282.53,1067363,6.56,Israel,Tel Aviv Stock Exchange,ILS
NTGY,NATURGY ENERGY GROUP SA,Utilities,Equity,6983998.07,0.00483,6983998.07,217910,32.05,Spain,Bolsa De Madrid,EUR
SAGA B,SAGAX CLASS B,Real Estate,Equity,6954611.98,0.00481,6954611.98,372768,18.66,Sweden,Nasdaq Omx Nordic,SEK
BEIJ B,BEIJER REF CLASS B,Industrials,Equity,6818680.05,0.00472,6818680.05,514568,13.25,Sweden,Nasdaq Omx Nordic,SEK
U96,SEMBCORP INDUSTRIES LTD,Utilities,Equity,6801642.8,0.00471,6801642.8,1400600,4.86,Singapore,Singapore Exchange,SGD
LUND B,LUNDBERGFORETAGEN CLASS B,Financials,Equity,6753118.81,0.00467,6753118.81,121915,55.39,Sweden,Nasdaq Omx Nordic,SEK
3064,MONOTARO LTD,Industrials,Equity,6756958.49,0.00467,6756958.49,604400,11.18,Japan,Tokyo Stock Exchange,JPY
LEG,LEG IMMOBILIEN N,Real Estate,Equity,6707966.15,0.00464,6707966.15,100229,66.93,Germany,Xetra,EUR
BZU,BUZZI,Materials,Equity,6708321.23,0.00464,6708321.23,122749,54.65,Italy,Borsa Italiana,EUR
9602,TOHO (TOKYO) LTD,Communication,Equity,6675908.19,0.00462,6675908.19,811500,8.23,Japan,Tokyo Stock Exchange,JPY
BMW3,BMW PREF AG,Consumer Discretionary,Equity,6631617.66,0.00459,6631617.66,73881,89.76,Germany,Xetra,EUR
1928,SANDS CHINA LTD,Consumer Discretionary,Equity,6635799.18,0.00459,6635799.18,3238270,2.05,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
9435,HIKARI TSUSHIN INC,Industrials,Equity,6461690.22,0.00447,6461690.22,26800,241.11,Japan,Tokyo Stock Exchange,JPY
1997,WHARF REAL ESTATE INVESTMENT COMPA,Real Estate,Equity,6435290.95,0.00445,6435290.95,1944590,3.31,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
EVD,CTS EVENTIM AG,Communication,Equity,6349960.95,0.00439,6349960.95,97256,65.29,Germany,Xetra,EUR
6869,SYSMEX CORP,Health Care,Equity,6351499.59,0.00439,6351499.59,747921,8.49,Japan,Tokyo Stock Exchange,JPY
SOF,SOFINA SA,Financials,Equity,6098210.23,0.00422,6098210.23,23906,255.09,Belgium,Nyse Euronext - Euronext Brussels,EUR
DEMANT,DEMANT,Health Care,Equity,6051424.19,0.00419,6051424.19,164193,36.86,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
CSG,CSG CLASS A NV,Industrials,Equity,6051543.96,0.00419,6051543.96,319822,18.92,Netherlands,Euronext Amsterdam,EUR
COV,COVIVIO SA,Real Estate,Equity,6040936.88,0.00418,6040936.88,95425,63.31,France,Nyse Euronext - Euronext Paris,EUR
7181,JAPAN POST INSURANCE LTD,Financials,Equity,5959777.1,0.00412,5959777.1,591100,10.08,Japan,Tokyo Stock Exchange,JPY
2413,M3 INC,Health Care,Equity,5818951.6,0.00403,5818951.6,700600,8.31,Japan,Tokyo Stock Exchange,JPY
BCVN,BC VAUD N,Financials,Equity,5785231.59,0.004,5785231.59,39599,146.1,Switzerland,SIX Swiss Exchange,CHF
MEL,MERIDIAN ENERGY LTD,Utilities,Equity,5714613.63,0.00395,5714613.63,1632379,3.5,New Zealand,New Zealand Exchange Ltd,NZD
BKW,BKW N AG,Utilities,Equity,5639895.28,0.0039,5639895.28,29600,190.54,Switzerland,SIX Swiss Exchange,CHF
BEPC,BROOKFIELD RENEWABLE SUBORDINATE V,Utilities,Equity,5602178.78,0.00388,5602178.78,153198,36.57,Canada,Toronto Stock Exchange,CAD
INPST,INPOST SA,Industrials,Equity,5602408.36,0.00388,5602408.36,314530,17.81,Netherlands,Euronext Amsterdam,EUR
ENT,ENTAIN PLC,Consumer Discretionary,Equity,5553675.1,0.00384,5553675.1,775916,7.16,United Kingdom,London Stock Exchange,GBP
RAA,RATIONAL AG,Industrials,Equity,5376562.13,0.00372,5376562.13,7071,760.37,Germany,Xetra,EUR
CPR,DAVIDE CAMPARI MILANO NV,Consumer Staples,Equity,5320752.29,0.00368,5320752.29,839867,6.34,Italy,Borsa Italiana,EUR
LOTB,LOTUS BAKERIES NV,Consumer Staples,Equity,5215587.2,0.00361,5215587.2,415,12567.74,Belgium,Nyse Euronext - Euronext Brussels,EUR
SALM,SALMAR,Consumer Staples,Equity,5195553.37,0.00359,5195553.37,87910,59.1,Norway,Oslo Bors Asa,NOK
GFC,GECINA SA,Real Estate,Equity,5165996.61,0.00357,5165996.61,61558,83.92,France,Nyse Euronext - Euronext Paris,EUR
CVC,CVC CAPITAL PARTNERS PLC,Financials,Equity,5135790.69,0.00355,5135790.69,333871,15.38,Netherlands,Euronext Amsterdam,EUR
MNDY,MONDAYCOM LTD,Information Technology,Equity,5056122.3,0.0035,5056122.3,72510,69.73,Israel,NASDAQ,USD
HKD,HKD CASH,Cash and/or Derivatives,Cash,5033281.93,0.00348,5033281.93,39422677,12.77,Hong Kong,--,HKD
RAND,RANDSTAD HOLDING,Industrials,Equity,5007078.36,0.00346,5007078.36,175548,28.52,Netherlands,Euronext Amsterdam,EUR
BIM,BIOMERIEUX SA,Health Care,Equity,4938516.58,0.00342,4938516.58,58360,84.62,France,Nyse Euronext - Euronext Paris,EUR
BALD B,FASTIGHETS BALDER CLASS B,Real Estate,Equity,4834858.42,0.00334,4834858.42,847143,5.71,Sweden,Nasdaq Omx Nordic,SEK
7550,ZENSHO HOLDINGS LTD,Consumer Discretionary,Equity,4783088.94,0.00331,4783088.94,94600,50.56,Japan,Tokyo Stock Exchange,JPY
LATO B,LATOUR INVESTMENT CLASS B,Industrials,Equity,4763295.65,0.0033,4763295.65,229861,20.72,Sweden,Nasdaq Omx Nordic,SEK
ADP,AEROPORTS DE PARIS SA,Industrials,Equity,4634384.09,0.00321,4634384.09,36807,125.91,France,Nyse Euronext - Euronext Paris,EUR
HOLM B,HOLMEN CLASS B,Materials,Equity,4548605.3,0.00315,4548605.3,139329,32.65,Sweden,Nasdaq Omx Nordic,SEK
19,SWIRE PACIFIC LTD A,Industrials,Equity,4436281.1,0.00307,4436281.1,394401,11.25,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
ROCK B,ROCKWOOL CLASS B,Industrials,Equity,4426727,0.00306,4426727,146746,30.17,Denmark,Omx Nordic Exchange Copenhagen A/S,DKK
4768,OTSUKA CORP,Information Technology,Equity,4350292.78,0.00301,4350292.78,237972,18.28,Japan,Tokyo Stock Exchange,JPY
1308,SITC INTERNATIONAL HOLDINGS LTD,Industrials,Equity,4316194.27,0.00299,4316194.27,972000,4.44,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
4,WHARF (HOLDINGS) LTD,Real Estate,Equity,4129017.93,0.00286,4129017.93,1146000,3.6,Hong Kong,Hong Kong Exchanges And Clearing Ltd,HKD
GRF,GRIFOLS SA CLASS A,Health Care,Equity,4085719.12,0.00283,4085719.12,381217,10.72,Spain,Bolsa De Madrid,EUR
2587,SUNTORY BEVERAGE & FOOD LTD,Consumer Staples,Equity,3655503.49,0.00253,3655503.49,139100,26.28,Japan,Tokyo Stock Exchange,JPY
--,CYBERARK SOFTWARE CONTRA,Information Technology,Equity,3661290,0.00253,3661290,81362,45,Israel,NO MARKET (E.G. UNLISTED),USD
ILS,ILS CASH,Cash and/or Derivatives,Cash,3480269.17,0.00241,3480269.17,10099741,34.46,Israel,--,ILS
9202,ANA HOLDINGS INC,Industrials,Equity,3193459.19,0.00221,3193459.19,182387,17.51,Japan,Tokyo Stock Exchange,JPY
4716,ORACLE JAPAN CORP,Information Technology,Equity,2975650.07,0.00206,2975650.07,55415,53.7,Japan,Tokyo Stock Exchange,JPY
JD.,JD SPORTS FASHION PLC,Consumer Discretionary,Equity,2624765.37,0.00182,2624765.37,2770432,0.95,United Kingdom,London Stock Exchange,GBP
BCE,BCE INC,Communication,Equity,2566800.92,0.00178,2566800.92,106155,24.18,Canada,Toronto Stock Exchange,CAD
RED,REDEIA CORPORACION SA,Utilities,Equity,2486571.87,0.00172,2486571.87,146923,16.92,Spain,Bolsa De Madrid,EUR
3092,ZOZO INC,Consumer Discretionary,Equity,2004695.06,0.00139,2004695.06,309300,6.48,Japan,Tokyo Stock Exchange,JPY
NZD,NZD CASH,Cash and/or Derivatives,Cash,1937977.12,0.00134,1937977.12,3271676,59.24,New Zealand,--,NZD
9201,JAPAN AIRLINES LTD,Industrials,Equity,776214.5,0.00054,776214.5,48281,16.08,Japan,Tokyo Stock Exchange,JPY
NORION,NORION BANK,Financials,Equity,359805.41,0.00025,359805.41,65145,5.52,Sweden,Nasdaq Omx Nordic,SEK
DIEDU,EDP RENOVAVEIS RIGHTS SA,Utilities,Equity,64370,0.000040,64370,444446,0.14,Portugal,Nyse Euronext - Euronext Lisbon,EUR
ETD_JPY,ETD JPY BALANCE WITH 06738C,Cash and/or Derivatives,Cash,0,0,0,0,0.63,Japan,--,JPY
--,HOLOGIC INC,Health Care,Equity,4197.99,0,4197.99,419799,0.01,United States,NO MARKET (E.G. UNLISTED),USD
2299955D,CONSTELLATION SOFTWARE INC,Information Technology,Equity,0.15,0,0.15,20091,0,Canada,Toronto Stock Exchange,CAD
--,ESSILORLUXOTTICA SA COUPON,Health Care,Equity,5.73,0,5.73,490284,0,France,Nyse Euronext - Euronext Paris,EUR
TPM6,TOPIX INDEX JUN 26,Cash and/or Derivatives,Futures,0,0,63838882.04,260,24.55,--,Osaka Securities Exchange,JPY
VGM6,EURO STOXX 50 JUN 26,Cash and/or Derivatives,Futures,0,0,81439360.64,1177,6919.27,European Union,Eurex Deutschland,EUR
Z M6,FTSE 100 INDEX JUN 26,Cash and/or Derivatives,Futures,0,0,81854319.84,585,13992.23,--,IFLL,GBP
ESM6,S&P500 EMINI JUN 26,Cash and/or Derivatives,Futures,0,0,677671275,1801,7525.5,--,Index And Options Market,USD
